Trial_Name,Fields_Count,Trial,Response_Time,Response_Size
4campos,4,23,0.2666271000634879,138
4campos,4,24,0.34058429999276996,138
4campos,4,25,0.2482046999502927,138
4campos,4,26,0.2847591999452561,138
4campos,4,27,0.2757103000767529,138
4campos,4,28,0.3389459999743849,138
4campos,4,29,0.307588400086388,138
4campos,4,30,0.2606091999914497,138
5campos,5,1,0.37431580014526844,155
5campos,5,2,0.32363229990005493,155
5campos,5,3,0.27597879990935326,155
5campos,5,4,0.2847674998920411,155
5campos,5,5,0.286309199873358,155
5campos,5,6,0.271985299885273,155
5campos,5,7,0.28545990004204214,155
5campos,5,8,0.2536911000497639,155
5campos,5,9,0.2373145001474768,155
5campos,5,10,0.286456799833104,155
5campos,5,11,0.29171279980801046,155
5campos,5,12,0.27528310008347034,155
5campos,5,13,0.2764130998402834,155
5campos,5,14,0.2667745999060571,155
5campos,5,15,0.25001439987681806,155
5campos,5,16,0.3061340998392552,155
5campos,5,17,0.2705889998469502,155
5campos,5,18,0.2557132998481393,155
5campos,5,19,0.2636800999753177,155
5campos,5,20,0.2859640000388026,155
5campos,5,21,0.30236299987882376,155
5campos,5,22,0.266552799846977,155
5campos,5,23,0.33710840018466115,155
5campos,5,24,0.2926311001647264,155
5campos,5,25,0.28849379997700453,155
5campos,5,26,0.2619704999960959,155
5campos,5,27,0.45303279999643564,155
5campos,5,28,0.25257360003888607,155
5campos,5,29,0.3551263001281768,155
5campos,5,30,0.3771020001731813,155
6campos,9,1,0.39629280008375645,186
6campos,9,2,0.27823409996926785,186
6campos,9,3,0.3229898000136018,186
6campos,9,4,0.26418409985490143,186
6campos,9,5,0.24717040010727942,186
6campos,9,6,0.3495563000906259,186
6campos,9,7,0.30091010010801256,186
6campos,9,8,0.32183639984577894,186
6campos,9,9,0.2638686001300812,186
6campos,9,10,0.2821277999319136,186
6campos,9,11,0.26379789994098246,186
6campos,9,12,0.2683174000121653,186
6campos,9,13,0.6248670001514256,186
6campos,9,14,0.2700730999931693,186
6campos,9,15,0.2729082000441849,186
6campos,9,16,0.3883129998575896,186
6campos,9,17,0.26805489999242127,186
6campos,9,18,0.33868020004592836,186
6campos,9,19,0.3200279001612216,186
6campos,9,20,0.28941139997914433,186
6campos,9,21,0.3060982001479715,186
6campos,9,22,0.2640343001112342,186
6campos,9,23,0.3229319998063147,186
6campos,9,24,0.46057490003295243,186
6campos,9,25,0.29215790005400777,186
6campos,9,26,0.24779190006665885,186
6campos,9,27,0.28226420003920794,186
6campos,9,28,0.2862670000176877,186
6campos,9,29,0.26140489988029003,186
6campos,9,30,0.31417670007795095,186
7campos,13,1,0.3086912001017481,215
7campos,13,2,0.32207600004039705,215
7campos,13,3,0.26543369982391596,215
7campos,13,4,0.5123212998732924,215
7campos,13,5,0.2817600998096168,215
7campos,13,6,0.29784140014089644,215
7campos,13,7,0.2985375998541713,215
7campos,13,8,0.2920729999896139,215
7campos,13,9,0.3330993999261409,215
7campos,13,10,0.4274136999156326,215
7campos,13,11,0.30174049991182983,215
7campos,13,12,0.29055480007082224,215
7campos,13,13,0.3770739999599755,215
7campos,13,14,0.28073700005188584,215
7campos,13,15,0.2829688999336213,215
7campos,13,16,0.38996389997191727,215
7campos,13,17,0.30354480003006756,215
7campos,13,18,0.30607910011895,215
7campos,13,19,0.30912350001744926,215
7campos,13,20,0.2769257000181824,215
7campos,13,21,0.30927200010046363,215
7campos,13,22,0.2703676999080926,215
7campos,13,23,0.3051590998657048,215
7campos,13,24,0.2838549001608044,215
7campos,13,25,0.36492149997502565,215
7campos,13,26,0.49259459995664656,215
7campos,13,27,0.2715310000348836,215
7campos,13,28,0.2737549999728799,215
7campos,13,29,0.3179122998844832,215
7campos,13,30,0.28563269996084273,215
8campos,17,1,0.32207789993844926,250
8campos,17,2,0.32848390005528927,250
8campos,17,3,0.3064090998377651,250
8campos,17,4,0.29367000004276633,250
8campos,17,5,0.30463040014728904,250
8campos,17,6,0.36599989980459213,250
8campos,17,7,0.3179756999015808,250
8campos,17,8,0.31079689995385706,250
8campos,17,9,0.3685337998904288,250
8campos,17,10,0.3218074000906199,250
8campos,17,11,0.4999213998671621,250
8campos,17,12,0.29450220009312034,250
8campos,17,13,0.3068680001888424,250
8campos,17,14,0.2831933000124991,250
8campos,17,15,0.3198376002255827,250
8campos,17,16,0.34930319990962744,250
8campos,17,17,0.32250770018436015,250
8campos,17,18,0.32899149996228516,250
8campos,17,19,0.28389779990538955,250
8campos,17,20,0.3557903999462724,250
8campos,17,21,0.28356039989739656,250
8campos,17,22,0.5241251999977976,250
8campos,17,23,0.3203630999196321,250
8campos,17,24,0.41431400016881526,250
8campos,17,25,0.36802240018732846,250
8campos,17,26,0.3162450999952853,250
8campos,17,27,0.30728380009531975,250
8campos,17,28,0.3248372001107782,250
8campos,17,29,0.32291180011816323,250
8campos,17,30,0.3116423001047224,250
9campos,29,1,0.32034719991497695,275
9campos,29,2,0.29775999998673797,275
9campos,29,3,0.31322480016388,275
9campos,29,4,0.3141128998249769,275
9campos,29,5,0.3620511000044644,275
9campos,29,6,0.32032210007309914,275
9campos,29,7,0.3073481998872012,275
9campos,29,8,0.3138483001384884,275
9campos,29,9,0.28982340008951724,275
9campos,29,10,0.299227099865675,275
9campos,29,11,0.2858204001095146,275
9campos,29,12,0.37229579989798367,275
9campos,29,13,0.33037069998681545,275
9campos,29,14,0.3962266999296844,275
9campos,29,15,0.3445078998338431,275
9campos,29,16,0.33377939998172224,275
9campos,29,17,0.38380969990976155,275
9campos,29,18,0.2915371998678893,275
9campos,29,19,0.3464328998234123,275
9campos,29,20,0.30869639990851283,275
9campos,29,21,0.353013499872759,275
9campos,29,22,0.2859288000036031,275
9campos,29,23,0.2985091998707503,275
9campos,29,24,0.2975717999506742,275
9campos,29,25,0.3306513000279665,275
9campos,29,26,0.30257000005804,275
9campos,29,27,0.28358069993555546,275
9campos,29,28,0.4294226998463273,275
9campos,29,29,0.3230296999681741,275
9campos,29,30,0.3683716000523418,275
10campos,40,1,0.37353569990955293,307
10campos,40,2,0.3221386999357492,307
10campos,40,3,0.5450315000489354,307
10campos,40,4,0.32209490006789565,307
10campos,40,5,0.312013000017032,307
10campos,40,6,0.31814770004712045,307
10campos,40,7,0.37123909988440573,307
10campos,40,8,0.3268051000777632,307
10campos,40,9,0.32385809998959303,307
10campos,40,10,0.28210039995610714,307
10campos,40,11,0.30985610000789165,307
10campos,40,12,0.3258867999538779,307
10campos,40,13,0.3644420001655817,307
10campos,40,14,0.3334189001470804,307
10campos,40,15,0.35059030004777014,307
10campos,40,16,0.3002551000099629,307
10campos,40,17,0.3324047999922186,307
10campos,40,18,0.7919388997834176,307
10campos,40,19,0.32176290010102093,307
10campos,40,20,0.35210559982806444,307
10campos,40,21,0.2928046998567879,307
10campos,40,22,0.3054822999984026,307
10campos,40,23,0.31060860003344715,307
10campos,40,24,0.3281316999346018,307
10campos,40,25,0.39302479987964034,307
10campos,40,26,0.33562800008803606,307
10campos,40,27,0.28495230013504624,307
10campos,40,28,0.2881400999613106,307
10campos,40,29,0.302251499844715,307
10campos,40,30,0.3257623999379575,307
